,carat,cut,color,clarity,depth,table,price,x,y,z,hold
13105,1.14,Premium,G,SI1,62.7,58.0,5424,6.68,6.63,4.17,1.0
13106,1.02,Ideal,D,SI2,61.7,58.0,5426,6.41,6.49,3.98,1.0
13107,1.02,Ideal,G,SI1,62.1,55.0,5426,6.46,6.49,4.02,1.0
13109,1.02,Premium,H,VS2,61.7,58.0,5426,6.45,6.41,3.97,1.0
13110,1.24,Very Good,J,VS1,59.1,62.0,5427,7.06,7.04,4.17,1.0
13115,1.31,Good,H,SI2,64.1,57.0,5429,6.9,6.84,4.41,1.0
13118,2.15,Fair,J,I1,65.5,57.0,5430,8.01,7.95,5.23,1.0
13125,1.22,Good,I,VS2,57.2,60.0,5431,7.07,7.01,4.03,1.0
13130,1.01,Very Good,H,SI1,61.2,60.0,5433,6.41,6.44,3.93,1.0
13131,1.05,Premium,E,SI1,61.2,58.0,5433,6.57,6.53,4.01,1.0
13133,1.11,Premium,H,SI1,62.5,58.0,5433,6.64,6.61,4.14,1.0
13138,1.05,Ideal,E,SI1,62.1,57.0,5436,6.48,6.5,4.03,1.0
13140,1.22,Ideal,G,SI2,62.9,56.0,5436,6.86,6.78,4.29,1.0
13145,1.3,Premium,J,SI1,61.8,59.0,5438,6.99,6.95,4.31,1.0
13146,1.11,Good,G,SI2,59.7,61.0,5438,6.72,6.69,4.0,1.0
13148,1.01,Ideal,G,VS2,61.7,57.0,5439,6.44,6.49,3.99,1.0
13149,0.9,Ideal,E,VS2,62.0,59.0,5439,6.17,6.21,3.84,1.0
13156,1.01,Good,D,SI1,61.7,62.0,5443,6.3,6.34,3.9,1.0
13159,1.01,Good,D,SI1,63.1,60.0,5443,6.32,6.39,4.01,1.0
13161,1.01,Very Good,D,SI1,61.6,60.0,5443,6.43,6.47,3.97,1.0
13162,1.2,Very Good,H,SI1,63.5,58.0,5443,6.69,6.73,4.26,1.0
13164,1.24,Ideal,E,SI2,59.2,55.0,5444,7.05,7.03,4.17,1.0
13165,1.24,Very Good,I,VS1,61.4,63.0,5444,6.89,6.88,4.23,1.0
13169,1.0,Premium,E,SI1,61.9,60.0,5445,6.37,6.46,3.97,1.0
13174,1.31,Good,I,SI2,63.6,55.1,5446,6.92,6.98,4.42,1.0
13175,1.04,Very Good,H,VS2,60.9,58.0,5447,6.5,6.6,3.99,1.0
13178,1.11,Premium,H,VS2,61.7,58.0,5450,6.64,6.69,4.11,1.0
13179,1.11,Very Good,H,VS2,62.4,58.0,5450,6.57,6.69,4.14,1.0
13183,1.18,Very Good,I,VS1,62.2,57.0,5451,6.72,6.76,4.19,1.0
13186,1.24,Ideal,J,VS2,62.8,56.0,5451,6.83,6.8,4.28,1.0
13188,1.21,Very Good,I,SI1,62.9,55.0,5452,6.69,6.76,4.23,1.0
13190,0.92,Very Good,E,VS1,60.9,61.0,5453,6.22,6.25,3.8,1.0
13196,1.03,Very Good,I,VS1,62.9,53.0,5455,6.45,6.5,4.07,1.0
13198,1.27,Ideal,J,SI1,61.4,57.0,5455,6.97,7.0,4.29,1.0
13200,1.08,Ideal,I,VS2,61.8,54.0,5455,6.6,6.57,4.07,1.0
13201,1.24,Very Good,I,SI1,60.4,58.0,5456,6.95,7.02,4.22,1.0
13203,1.02,Very Good,E,SI1,63.2,60.0,5456,6.33,6.42,4.03,1.0
13204,1.12,Ideal,D,SI2,62.6,57.0,5456,6.61,6.65,4.15,1.0
13205,1.11,Ideal,H,SI1,62.3,55.0,5456,6.7,6.65,4.16,1.0
13207,1.21,Very Good,I,SI1,60.6,56.0,5457,6.89,6.97,4.2,1.0
13208,1.05,Ideal,F,SI1,62.0,55.0,5457,6.5,6.54,4.04,1.0
13212,1.16,Premium,I,VS1,60.4,59.0,5457,6.89,6.82,4.14,1.0
13213,1.14,Premium,H,SI1,59.3,59.0,5458,6.8,6.76,4.02,1.0
13214,1.0,Ideal,E,SI1,61.9,56.0,5458,6.37,6.45,3.97,1.0
13221,1.0,Fair,H,VS1,55.8,60.0,5460,6.66,6.61,3.7,1.0
13226,1.06,Ideal,G,SI1,62.9,56.0,5461,6.52,6.49,4.09,1.0
13229,1.29,Very Good,I,SI1,62.2,58.0,5463,6.94,6.99,4.33,1.0
13233,1.22,Premium,I,SI1,59.0,61.0,5466,7.02,6.98,4.13,1.0
13234,1.22,Premium,I,SI1,62.2,57.0,5466,6.87,6.79,4.25,1.0
13235,1.22,Premium,I,SI1,62.1,59.0,5466,6.86,6.8,4.24,1.0
13240,1.14,Ideal,I,SI1,62.3,58.0,5469,6.65,6.7,4.16,1.0
13241,1.04,Ideal,H,SI1,61.7,56.0,5469,6.51,6.55,4.03,1.0
13245,1.2,Very Good,G,SI2,60.2,63.0,5474,6.81,6.84,4.11,1.0
13250,1.03,Ideal,E,SI1,62.1,56.0,5476,6.43,6.48,4.01,1.0
13254,1.01,Ideal,I,VVS1,61.7,56.0,5478,6.42,6.47,3.98,1.0
13255,1.01,Very Good,E,SI1,64.1,56.0,5479,6.29,6.35,4.05,1.0
13256,1.06,Very Good,H,VS2,62.4,56.0,5480,6.49,6.56,4.07,1.0
13264,1.13,Ideal,H,SI1,62.3,56.0,5483,6.69,6.66,4.16,1.0
13268,1.0,Good,G,VS2,63.7,57.0,5484,6.32,6.28,4.01,1.0
13269,1.0,Good,G,VS2,56.6,61.0,5484,6.65,6.61,3.75,1.0
13272,1.2,Ideal,G,SI2,62.2,56.0,5484,6.84,6.74,4.22,1.0
13274,1.06,Premium,E,SI1,60.8,58.0,5485,6.59,6.54,3.99,1.0
13277,1.01,Ideal,F,SI1,62.0,56.0,5486,6.44,6.39,3.98,1.0
13278,1.01,Good,F,VS2,57.3,62.0,5487,6.63,6.59,3.79,1.0
13279,1.14,Good,H,SI1,62.8,58.0,5487,6.62,6.67,4.17,1.0
13280,1.12,Fair,G,VS1,64.8,56.0,5487,6.48,6.52,4.21,1.0
13284,1.0,Premium,D,SI1,61.3,54.0,5488,6.39,6.37,3.91,1.0
13286,1.0,Premium,D,SI1,62.1,58.0,5488,6.45,6.34,3.97,1.0
13287,1.0,Premium,D,SI1,61.5,60.0,5488,6.38,6.34,3.91,1.0
13289,1.0,Ideal,D,SI1,61.7,57.0,5489,6.39,6.42,3.95,1.0
13290,1.21,Ideal,J,SI1,62.7,55.0,5489,6.84,6.79,4.27,1.0
13293,1.23,Good,H,SI1,63.7,59.0,5490,6.76,6.71,4.29,1.0
13295,1.06,Very Good,F,SI1,58.8,57.0,5491,6.67,6.76,3.95,1.0
13298,1.03,Ideal,E,SI2,61.7,55.0,5491,6.52,6.46,4.01,1.0
13304,1.11,Ideal,H,SI2,61.2,56.0,5496,6.7,6.69,4.1,1.0
13305,1.09,Ideal,G,SI1,62.4,56.0,5496,6.57,6.61,4.11,1.0
13307,1.19,Ideal,E,SI2,61.9,56.0,5497,6.8,6.84,4.22,1.0
13310,1.01,Very Good,G,SI1,62.9,58.0,5497,6.35,6.4,4.01,1.0
13314,1.07,Ideal,H,SI1,62.1,56.0,5498,6.53,6.58,4.07,1.0
13316,1.01,Very Good,E,SI1,62.9,60.0,5499,6.35,6.43,4.02,1.0
13318,1.01,Very Good,E,SI1,62.8,57.0,5499,6.37,6.41,4.01,1.0
13326,1.01,Good,D,SI1,57.6,60.0,5501,6.59,6.64,3.81,1.0
13328,1.11,Ideal,D,SI2,62.2,57.0,5501,6.66,6.62,4.12,1.0
13332,1.22,Ideal,H,SI2,61.7,56.0,5502,6.87,6.93,4.26,1.0
13335,0.9,Very Good,F,VVS2,61.0,63.0,5504,6.13,6.09,3.73,1.0
13345,1.02,Ideal,H,SI1,59.8,58.0,5505,6.56,6.58,3.93,1.0
13347,1.11,Ideal,I,VS2,61.7,55.0,5506,6.66,6.69,4.12,1.0
13348,1.15,Premium,H,SI1,62.0,58.0,5506,6.77,6.66,4.16,1.0
13350,0.24,Very Good,D,VS2,60.2,59.0,419,4.03,4.04,2.43,1.0
13351,0.27,Very Good,D,VS2,63.0,57.0,419,4.06,4.1,2.57,1.0
13352,0.24,Very Good,E,VS2,60.1,58.0,419,4.01,4.04,2.42,1.0
13360,0.24,Very Good,F,VS2,62.4,58.0,419,3.98,4.0,2.49,1.0
13361,0.24,Very Good,F,VS2,62.9,58.0,419,3.94,4.01,2.5,1.0
13364,0.24,Very Good,F,VS1,59.9,58.0,419,4.02,4.06,2.42,1.0
13365,0.24,Very Good,F,VS1,63.0,58.0,419,3.92,3.95,2.48,1.0
13366,0.24,Very Good,F,VS1,62.5,58.0,419,3.95,3.96,2.47,1.0
13368,0.24,Very Good,E,VS1,62.4,59.0,419,3.94,3.98,2.47,1.0
13369,0.24,Very Good,E,VS1,59.8,58.0,419,4.02,4.11,2.43,1.0
13371,0.24,Very Good,D,VS1,62.2,58.0,419,3.95,3.99,2.47,1.0
13373,0.24,Ideal,F,VS2,62.2,57.0,419,3.96,4.01,2.48,1.0
13376,0.26,Very Good,D,VS2,59.6,63.0,420,4.13,4.16,2.47,1.0
13377,0.26,Very Good,D,VS1,63.3,57.0,420,4.03,4.06,2.56,1.0
13381,0.3,Ideal,F,VS2,62.3,53.5,601,4.27,4.32,2.68,1.0
13386,0.39,Fair,E,SI1,65.6,60.0,601,4.5,4.56,2.97,1.0
13387,0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86,1.0
13391,0.38,Ideal,G,SI2,61.2,56.0,602,4.7,4.74,2.89,1.0
13396,0.32,Very Good,F,VS2,58.8,62.0,602,4.43,4.48,2.62,1.0
13399,0.32,Very Good,F,VS2,63.0,57.0,602,4.33,4.37,2.74,1.0
13401,0.32,Very Good,G,VS1,61.2,62.0,602,4.41,4.45,2.71,1.0
13404,0.32,Premium,F,VS2,59.5,60.0,602,4.46,4.48,2.66,1.0
13407,0.3,Very Good,F,VS1,63.1,59.0,603,4.2,4.27,2.67,1.0
13411,1.16,Ideal,H,SI2,61.1,56.0,5509,6.78,6.79,4.15,1.0
13412,1.02,Ideal,E,SI1,62.3,54.0,5509,6.45,6.49,4.03,1.0
13414,1.2,Premium,I,SI1,60.7,59.0,5510,6.9,6.87,4.18,1.0
13423,1.32,Very Good,J,SI2,61.7,60.0,5513,6.95,7.01,4.31,1.0
13425,1.08,Very Good,H,VS2,62.9,59.0,5515,6.47,6.56,4.1,1.0
13429,1.08,Very Good,H,SI1,63.2,58.0,5516,6.57,6.49,4.13,1.0
13433,1.27,Premium,J,VS1,62.6,59.0,5518,6.88,6.92,4.32,1.0
13435,1.03,Ideal,G,SI1,61.6,55.0,5518,6.48,6.52,4.0,1.0
13442,1.24,Ideal,G,SI2,61.4,56.0,5520,6.98,6.92,4.27,1.0
13443,1.23,Premium,I,VS2,61.7,58.0,5521,6.85,6.87,4.23,1.0
13446,1.12,Ideal,H,SI1,61.9,57.0,5521,6.64,6.68,4.12,1.0
13448,1.2,Very Good,I,SI1,62.6,59.0,5522,6.75,6.71,4.21,1.0
13452,1.1,Very Good,I,VS2,61.8,58.0,5524,6.59,6.62,4.08,1.0
13454,1.35,Fair,J,SI1,65.2,56.0,5524,6.9,7.02,4.54,1.0
13459,1.13,Very Good,G,SI1,63.1,58.0,5526,6.65,6.59,4.18,1.0
13462,1.0,Very Good,F,SI1,63.3,58.0,5528,6.28,6.39,4.01,1.0
13465,1.27,Very Good,J,VS2,62.7,58.0,5530,6.88,6.91,4.32,1.0
13469,1.21,Premium,J,VVS2,61.7,60.0,5531,6.85,6.82,4.22,1.0
13471,1.07,Ideal,G,SI1,61.7,54.0,5532,6.59,6.61,4.07,1.0
13472,1.01,Very Good,D,SI1,59.7,57.0,5533,6.53,6.56,3.91,1.0
13474,1.01,Very Good,E,SI1,59.5,57.0,5534,6.56,6.62,3.92,1.0
13475,1.22,Premium,G,SI2,60.2,58.0,5534,6.92,6.9,4.16,1.0
13477,1.2,Ideal,J,VS1,61.3,56.0,5534,6.83,6.87,4.2,1.0
13478,1.08,Ideal,F,SI1,62.7,57.0,5534,6.53,6.57,4.11,1.0
13479,1.01,Ideal,E,SI1,62.0,56.0,5534,6.41,6.47,3.99,1.0
13482,0.9,Premium,E,VS1,59.4,59.0,5535,6.28,6.31,3.74,1.0
13483,1.1,Ideal,G,SI2,62.6,56.0,5535,6.64,6.58,4.14,1.0
13484,1.2,Ideal,I,SI1,62.4,57.0,5535,6.75,6.8,4.23,1.0
13488,1.07,Ideal,E,SI1,61.4,57.0,5537,6.59,6.53,4.03,1.0
13491,1.01,Good,G,VS2,63.2,64.0,5538,6.34,6.28,3.99,1.0
13492,1.01,Fair,G,VS2,64.5,57.0,5538,6.26,6.2,4.02,1.0
13493,1.01,Premium,G,VS2,58.1,59.0,5538,6.61,6.53,3.82,1.0
13494,1.09,Very Good,E,SI1,62.5,57.0,5539,6.55,6.61,4.11,1.0
13496,0.7,Ideal,D,VVS2,61.7,55.0,5539,5.73,5.75,3.54,1.0
13500,0.9,Ideal,G,VS1,62.1,56.0,5540,6.15,6.19,3.83,1.0
13501,1.21,Premium,I,VS1,61.2,59.0,5540,6.86,6.84,4.19,1.0
13507,1.01,Premium,D,SI1,61.8,60.0,5543,6.37,6.35,3.93,1.0
13509,1.01,Very Good,D,SI1,63.1,60.0,5543,6.39,6.32,4.01,1.0
13511,1.01,Premium,D,SI1,60.0,60.0,5543,6.51,6.45,3.89,1.0
13517,1.0,Premium,F,SI1,61.9,60.0,5544,6.34,6.39,3.94,1.0
13518,1.0,Good,G,VS2,62.9,56.0,5544,6.33,6.39,4.0,1.0
13520,1.2,Good,E,SI2,63.3,55.0,5544,6.73,6.77,4.27,1.0
13523,1.0,Good,H,VS1,61.3,64.0,5544,6.39,6.33,3.9,1.0
13527,1.0,Premium,E,SI1,62.6,60.0,5544,6.35,6.3,3.97,1.0
13529,1.1,Premium,H,SI1,59.6,58.0,5544,6.79,6.74,4.03,1.0
13531,1.35,Premium,J,SI1,60.9,59.0,5546,7.07,7.12,4.32,1.0
13534,1.31,Premium,J,SI1,59.4,60.0,5546,7.12,7.06,4.21,1.0
13536,1.27,Premium,I,SI1,62.3,56.0,5547,6.93,6.85,4.29,1.0
13540,1.14,Ideal,G,SI1,62.2,56.0,5548,6.66,6.69,4.15,1.0
13544,0.96,Very Good,D,SI1,59.9,58.0,5548,6.4,6.46,3.85,1.0
13549,1.06,Premium,I,VS1,61.2,57.1,5550,6.56,6.59,4.03,1.0
13550,1.01,Ideal,H,VS1,59.8,59.0,5550,6.52,6.56,3.91,1.0
13551,1.09,Very Good,H,VS2,63.0,54.0,5551,6.61,6.54,4.14,1.0
13554,1.07,Ideal,G,SI1,62.2,56.0,5551,6.52,6.56,4.07,1.0
13563,1.16,Premium,H,SI1,61.2,57.0,5554,6.84,6.76,4.16,1.0
13565,1.16,Premium,H,SI1,61.2,58.0,5554,6.81,6.76,4.15,1.0
13568,1.01,Ideal,G,SI1,63.0,57.0,5555,6.37,6.4,4.02,1.0
13570,1.0,Ideal,E,SI1,61.7,57.0,5555,6.39,6.42,3.95,1.0
13572,1.24,Premium,I,SI1,60.4,58.0,5555,7.02,6.95,4.22,1.0
13576,1.21,Premium,I,SI1,62.3,59.0,5556,6.81,6.77,4.23,1.0
13578,1.21,Premium,J,VS1,59.5,60.0,5556,6.99,6.9,4.13,1.0
13579,1.17,Ideal,F,SI2,62.2,55.0,5556,6.73,6.7,4.18,1.0
13581,1.0,Very Good,I,VS1,60.8,59.0,5557,6.39,6.44,3.9,1.0
13583,1.05,Premium,F,SI1,61.8,56.0,5557,6.55,6.45,4.02,1.0
13585,1.05,Ideal,F,SI1,62.0,55.0,5557,6.54,6.5,4.04,1.0
13587,1.21,Very Good,G,SI2,62.8,60.0,5558,6.7,6.77,4.23,1.0
13588,1.01,Very Good,H,VS2,62.8,59.0,5559,6.33,6.38,3.99,1.0
13591,1.01,Good,F,VS2,63.1,56.0,5560,6.28,6.37,3.99,1.0
13594,1.07,Good,F,SI1,63.4,56.0,5561,6.51,6.52,4.13,1.0
13597,1.18,Very Good,G,SI2,62.4,56.0,5562,6.8,6.83,4.25,1.0
13604,1.2,Very Good,H,SI1,62.8,58.0,5567,6.73,6.8,4.25,1.0
13606,1.3,Premium,J,SI1,61.0,59.0,5569,7.09,7.01,4.3,1.0
13610,1.02,Ideal,H,VS1,62.2,56.0,5569,6.48,6.42,4.01,1.0
13611,1.09,Very Good,F,SI1,62.3,57.0,5570,6.55,6.61,4.1,1.0
13612,1.2,Good,I,VS1,57.8,61.0,5570,7.02,6.96,4.04,1.0
13619,0.95,Very Good,G,VS1,59.9,58.0,5572,6.37,6.41,3.83,1.0
13620,1.04,Ideal,I,VS1,61.4,58.0,5572,6.46,6.54,3.99,1.0
13623,1.08,Good,E,SI1,58.4,60.0,5575,6.71,6.74,3.93,1.0
13625,1.16,Good,H,SI1,64.0,58.0,5576,6.56,6.63,4.22,1.0
13627,1.04,Ideal,H,VS1,62.7,55.0,5577,6.43,6.49,4.05,1.0
13629,1.06,Ideal,I,VS1,62.0,55.0,5577,6.55,6.58,4.07,1.0
13633,1.03,Premium,H,VS2,61.0,58.0,5579,6.53,6.46,3.96,1.0
13634,1.05,Premium,H,VS1,60.9,60.0,5580,6.58,6.53,3.99,1.0
13635,1.06,Premium,F,SI1,60.4,62.0,5580,6.62,6.59,3.99,1.0
13636,1.03,Premium,G,SI1,60.1,60.0,5581,6.55,6.52,3.93,1.0
13642,1.24,Premium,F,SI2,62.8,60.0,5583,6.84,6.82,4.29,1.0
13645,1.24,Very Good,I,SI1,60.0,59.0,5584,6.98,7.01,4.2,1.0
13648,1.05,Ideal,F,SI1,60.6,59.0,5586,6.51,6.56,3.96,1.0
13649,1.33,Very Good,H,SI2,63.5,57.0,5586,6.99,6.88,4.4,1.0
13650,1.15,Very Good,G,SI1,62.2,59.0,5587,6.66,6.71,4.16,1.0
13651,1.16,Ideal,I,VS2,60.1,62.0,5587,6.83,6.78,4.09,1.0
13656,1.32,Premium,I,SI2,61.3,59.0,5588,7.01,6.95,4.28,1.0
13658,1.01,Ideal,E,SI1,61.6,59.0,5590,6.43,6.4,3.95,1.0
13659,1.24,Very Good,H,SI2,61.2,57.0,5592,6.87,7.02,4.25,1.0
13663,1.01,Very Good,H,VS1,62.0,60.0,5593,6.43,6.38,3.97,1.0
13667,1.19,Very Good,H,SI1,60.8,59.0,5595,6.84,6.87,4.17,1.0
13668,1.19,Very Good,H,SI1,62.7,61.0,5595,6.66,6.73,4.2,1.0
13669,1.19,Premium,H,SI1,61.4,58.0,5595,6.79,6.83,4.18,1.0
13670,1.17,Very Good,G,SI2,61.2,58.0,5595,6.84,6.86,4.19,1.0
13671,0.88,Ideal,E,VS2,61.4,56.0,5595,6.15,6.17,3.78,1.0
13673,1.1,Ideal,F,SI2,62.4,56.0,5596,6.58,6.62,4.12,1.0
13674,0.91,Very Good,D,VS1,62.5,56.0,5597,6.14,6.18,3.85,1.0
13682,1.01,Good,G,VS2,63.6,60.0,5599,6.3,6.35,4.02,1.0
13686,1.01,Ideal,E,SI1,62.4,56.0,5599,6.43,6.39,4.0,1.0
13687,1.01,Premium,E,SI1,62.9,58.0,5599,6.41,6.35,4.01,1.0
13688,1.01,Ideal,E,SI1,62.6,57.0,5599,6.43,6.38,4.01,1.0
13689,1.01,Ideal,E,SI1,62.1,54.0,5599,6.5,6.41,4.01,1.0
13691,1.01,Premium,F,SI1,61.9,56.0,5599,6.53,6.45,4.02,1.0
13692,1.01,Premium,E,SI1,62.8,59.0,5599,6.31,6.27,3.95,1.0
13694,1.0,Very Good,G,VS2,63.3,60.0,5600,6.37,6.29,4.01,1.0
13697,1.23,Ideal,I,SI1,62.1,58.0,5600,6.82,6.86,4.25,1.0
13701,1.0,Premium,E,SI1,61.6,59.0,5600,6.41,6.38,3.94,1.0
13703,1.29,Very Good,H,SI2,63.8,57.0,5601,6.8,6.87,4.36,1.0
13706,1.09,Premium,H,VS2,62.6,56.0,5601,6.62,6.55,4.12,1.0
13714,0.3,Ideal,E,VS2,62.0,57.0,603,4.26,4.29,2.65,1.0
13717,0.3,Ideal,E,VS2,60.6,59.0,603,4.3,4.34,2.62,1.0
13718,0.37,Ideal,I,VS1,60.8,56.0,603,4.67,4.71,2.85,1.0
13724,0.3,Good,E,VS2,59.7,63.0,603,4.32,4.35,2.59,1.0
13725,0.27,Premium,E,VS1,60.2,59.0,603,4.24,4.2,2.54,1.0
13730,0.27,Ideal,E,VS1,61.6,55.0,603,4.18,4.16,2.57,1.0
13731,0.27,Premium,D,VS2,62.0,57.0,603,4.15,4.11,2.56,1.0
13732,0.3,Premium,F,SI1,60.9,58.0,603,4.37,4.3,2.64,1.0
13734,0.27,Very Good,F,VVS1,61.8,55.0,604,4.13,4.16,2.56,1.0
13736,0.33,Ideal,G,VS2,61.4,56.1,604,4.42,4.45,2.73,1.0
13737,0.32,Ideal,F,SI1,60.6,57.0,604,4.45,4.49,2.71,1.0
13741,1.22,Ideal,I,SI1,60.8,57.0,5602,6.95,6.89,4.21,1.0
13747,1.04,Very Good,D,SI1,61.5,58.0,5605,6.48,6.53,4.0,1.0
13748,1.04,Good,D,SI1,63.7,58.0,5605,6.39,6.43,4.08,1.0
13754,1.0,Good,F,VS2,64.2,58.0,5606,6.32,6.26,4.04,1.0
13755,1.25,Premium,J,SI1,61.8,55.0,5607,6.91,6.82,4.24,1.0
13756,1.2,Very Good,G,SI1,63.0,57.0,5607,6.7,6.75,4.24,1.0
13760,1.2,Very Good,G,SI2,63.1,57.0,5609,6.68,6.79,4.25,1.0
13762,1.1,Ideal,G,SI1,61.6,56.0,5610,6.59,6.68,4.09,1.0
13763,1.35,Good,I,VS2,59.2,65.0,5610,7.18,7.13,4.23,1.0
13770,1.06,Ideal,F,SI1,62.2,57.0,5613,6.52,6.5,4.05,1.0
13772,1.16,Ideal,D,SI2,62.5,56.0,5615,6.7,6.8,4.23,1.0
13773,0.93,Very Good,E,VS2,61.4,58.0,5616,6.22,6.29,3.84,1.0
13774,1.01,Good,F,VS2,64.2,54.0,5616,6.24,6.31,4.03,1.0
13780,1.0,Very Good,H,VS1,64.2,53.0,5619,6.27,6.34,4.05,1.0
13781,1.01,Very Good,D,SI1,61.1,58.0,5619,6.46,6.51,3.96,1.0
13785,1.12,Premium,E,SI2,61.1,58.0,5620,6.73,6.69,4.1,1.0
13787,1.04,Premium,F,SI1,62.5,60.0,5621,6.43,6.46,4.03,1.0
13793,1.0,Ideal,E,SI1,62.7,57.0,5622,6.39,6.49,4.04,1.0
13795,1.19,Premium,H,SI1,61.2,60.0,5622,6.85,6.8,4.18,1.0
13802,1.21,Ideal,H,SI2,62.6,56.0,5624,6.84,6.77,4.26,1.0
13807,1.35,Fair,H,VS2,64.5,58.0,5625,6.98,6.93,4.48,1.0
13813,1.25,Very Good,J,VS1,60.4,60.0,5628,6.99,7.08,4.25,1.0
13814,1.25,Very Good,J,VS1,61.8,58.0,5628,6.89,6.93,4.27,1.0
13824,1.04,Fair,G,VS1,64.9,58.0,5633,6.36,6.33,4.12,1.0
13827,1.15,Ideal,F,SI2,60.6,58.0,5635,6.75,6.79,4.1,1.0
13828,1.1,Ideal,H,SI1,62.2,55.0,5636,6.66,6.62,4.13,1.0
13829,1.25,Very Good,H,SI2,61.6,54.0,5637,6.85,6.95,4.25,1.0
13830,1.25,Very Good,H,SI2,61.2,62.0,5637,6.84,6.95,4.22,1.0
13839,1.23,Premium,F,SI1,62.5,58.0,5641,6.83,6.76,4.25,1.0
13841,1.23,Ideal,H,SI2,61.4,54.0,5641,6.95,6.94,4.26,1.0
13842,1.0,Good,D,SI1,64.2,56.0,5642,6.23,6.29,4.02,1.0
13844,1.22,Premium,D,SI2,61.8,58.0,5643,6.86,6.8,4.22,1.0
13850,1.0,Good,G,VS2,64.0,56.0,5645,6.33,6.25,4.03,1.0
13856,1.0,Premium,F,SI1,61.9,60.0,5645,6.39,6.34,3.94,1.0
13857,1.0,Premium,D,SI1,60.3,60.0,5645,6.31,6.26,3.79,1.0
13858,1.2,Premium,I,VS2,62.6,61.0,5645,6.76,6.68,4.21,1.0
13861,1.15,Very Good,H,VS2,62.4,56.0,5646,6.66,6.68,4.16,1.0
13862,1.15,Good,H,VS2,63.1,56.0,5646,6.62,6.7,4.2,1.0
13866,1.01,Ideal,F,SI1,62.3,58.0,5646,6.35,6.42,3.98,1.0
13867,1.51,Good,E,I1,63.6,60.0,5647,7.3,7.26,4.63,1.0
13868,1.23,Premium,H,SI2,62.1,61.0,5648,6.86,6.79,4.24,1.0
13869,1.23,Premium,I,SI1,59.6,60.0,5648,6.96,6.93,4.14,1.0
13875,1.13,Premium,H,VS2,62.0,57.0,5650,6.68,6.62,4.12,1.0
13878,1.14,Ideal,D,SI2,61.4,56.0,5650,6.77,6.69,4.13,1.0
13880,1.06,Ideal,I,VS1,61.2,57.0,5651,6.59,6.56,4.03,1.0
13881,1.31,Very Good,I,SI2,60.9,58.0,5652,7.03,7.07,4.29,1.0
13882,1.1,Premium,H,VS2,61.4,58.0,5652,6.68,6.62,4.08,1.0
13884,1.21,Ideal,J,VS2,62.1,57.0,5653,6.81,6.82,4.23,1.0
13886,1.03,Ideal,D,SI1,62.4,57.0,5653,6.47,6.44,4.03,1.0
13888,1.28,Very Good,I,SI2,62.6,58.0,5654,6.87,6.89,4.32,1.0
13890,1.23,Premium,G,VS2,61.6,58.0,5654,6.91,6.85,4.24,1.0
13892,1.2,Ideal,I,SI1,61.5,60.0,5655,6.85,6.8,4.2,1.0
13897,1.01,Premium,D,SI1,62.2,53.0,5656,6.47,6.43,4.01,1.0
13900,1.0,Ideal,F,SI1,63.0,56.0,5656,6.41,6.38,4.03,1.0
13903,1.05,Premium,D,SI1,60.5,60.0,5659,6.53,6.62,3.98,1.0
13905,1.07,Very Good,H,VS1,62.5,56.0,5661,6.52,6.6,4.1,1.0
13907,1.04,Very Good,E,SI1,59.6,59.0,5662,6.56,6.59,3.92,1.0
13908,1.01,Very Good,F,VS2,63.3,56.0,5662,6.36,6.34,4.02,1.0
13909,1.01,Ideal,F,VS2,61.0,56.0,5662,6.44,6.4,3.94,1.0
13910,1.07,Premium,F,SI1,59.6,58.0,5662,6.72,6.68,3.99,1.0
13911,1.04,Ideal,F,SI1,61.4,56.0,5663,6.52,6.58,4.02,1.0
13916,1.19,Premium,I,SI1,62.1,59.0,5664,6.84,6.78,4.23,1.0
13925,1.02,Premium,E,VS2,62.8,59.0,5666,6.44,6.39,4.03,1.0
13926,1.02,Premium,H,VS2,61.0,58.0,5666,6.56,6.49,3.98,1.0
13932,1.27,Very Good,J,SI1,63.2,55.0,5669,6.89,6.87,4.35,1.0
13939,0.99,Very Good,D,SI1,62.6,57.0,5671,6.34,6.37,3.98,1.0
13951,1.29,Ideal,J,VS1,62.0,57.0,5676,6.92,6.98,4.31,1.0
13958,1.01,Very Good,G,VS2,62.5,57.0,5679,6.37,6.4,3.99,1.0
13963,1.01,Very Good,E,SI1,63.4,58.0,5684,6.32,6.37,4.02,1.0
13967,1.02,Premium,F,SI1,61.8,59.0,5686,6.45,6.39,3.97,1.0
13969,1.11,Ideal,H,SI1,62.6,57.0,5688,6.64,6.59,4.14,1.0
13970,1.85,Very Good,H,I1,63.3,56.0,5688,7.8,7.75,4.92,1.0
13974,1.27,Premium,I,SI1,62.3,56.0,5690,6.93,6.85,4.29,1.0
13978,1.27,Very Good,J,VS1,63.4,60.0,5690,6.85,6.8,4.33,1.0
13979,1.21,Ideal,H,SI2,62.1,55.0,5692,6.87,6.82,4.25,1.0
13981,1.2,Ideal,I,SI1,62.3,53.0,5694,6.8,6.85,4.25,1.0
13985,1.16,Very Good,D,SI1,61.8,58.0,5695,6.72,6.78,4.17,1.0
13986,1.16,Ideal,G,SI2,61.6,55.0,5695,6.74,6.77,4.16,1.0
